	sample_Neptune_Urine_33-10_fastq	sample_Neptune_Urine_33-11_fastq	sample_Neptune_Urine_33-12_fastq	sample_Neptune_Urine_33-13_fastq	sample_Neptune_Urine_33-14_fastq	sample_Neptune_Urine_33-15_fastq	sample_Neptune_Urine_33-17_fastq	sample_Neptune_Urine_33-18_fastq	sample_Neptune_Urine_33-19_fastq	sample_Neptune_Urine_33-1_fastq	sample_Neptune_Urine_33-20_fastq	sample_Neptune_Urine_33-21_fastq	sample_Neptune_Urine_33-22_fastq	sample_Neptune_Urine_33-23_fastq	sample_Neptune_Urine_33-24_fastq	sample_Neptune_Urine_33-2_fastq	sample_Neptune_Urine_33-3_fastq	sample_Neptune_Urine_33-4_fastq	sample_Neptune_Urine_33-5_fastq	sample_Neptune_Urine_33-6_fastq	sample_Neptune_Urine_33-7_fastq	sample_Neptune_Urine_33-8_fastq	sample_Neptune_Urine_33-9_fastq	sample_Neptune_Urine_35-10_fastq	sample_Neptune_Urine_35-11_fastq	sample_Neptune_Urine_35-12_fastq	sample_Neptune_Urine_35-13_fastq	sample_Neptune_Urine_35-15_fastq	sample_Neptune_Urine_35-16_fastq	sample_Neptune_Urine_35-17_fastq	sample_Neptune_Urine_35-18_fastq	sample_Neptune_Urine_35-19_fastq	sample_Neptune_Urine_35-1_fastq	sample_Neptune_Urine_35-20_fastq	sample_Neptune_Urine_35-21_fastq	sample_Neptune_Urine_35-22_fastq	sample_Neptune_Urine_35-23_fastq	sample_Neptune_Urine_35-24_fastq	sample_Neptune_Urine_35-2_fastq	sample_Neptune_Urine_35-3_fastq	sample_Neptune_Urine_35-4_fastq	sample_Neptune_Urine_35-5_fastq	sample_Neptune_Urine_35-6_fastq	sample_Neptune_Urine_35-7_fastq	sample_Neptune_Urine_35-8_fastq	sample_Neptune_Urine_35-9_fastq	sample_Neptune_Urine_36-10_fastq	sample_Neptune_Urine_36-11_fastq	sample_Neptune_Urine_36-12_fastq	sample_Neptune_Urine_36-14_fastq	sample_Neptune_Urine_36-16_fastq	sample_Neptune_Urine_36-17_fastq	sample_Neptune_Urine_36-18_fastq	sample_Neptune_Urine_36-19_fastq	sample_Neptune_Urine_36-1_fastq	sample_Neptune_Urine_36-20_fastq	sample_Neptune_Urine_36-21_fastq	sample_Neptune_Urine_36-22_fastq	sample_Neptune_Urine_36-23_fastq	sample_Neptune_Urine_36-24_fastq	sample_Neptune_Urine_36-2_fastq	sample_Neptune_Urine_36-3_fastq	sample_Neptune_Urine_36-4_fastq	sample_Neptune_Urine_36-5_fastq	sample_Neptune_Urine_36-6_fastq	sample_Neptune_Urine_36-7_fastq	sample_Neptune_Urine_36-8_fastq	sample_Neptune_Urine_36-9_fastq	sample_Neptune_Urine_37-10_fastq	sample_Neptune_Urine_37-11_fastq	sample_Neptune_Urine_37-1_fastq	sample_Neptune_Urine_37-2_fastq	sample_Neptune_Urine_37-3_fastq	sample_Neptune_Urine_37-4_fastq	sample_Neptune_Urine_37-5_fastq	sample_Neptune_Urine_37-6_fastq	sample_Neptune_Urine_37-7_fastq	sample_Neptune_Urine_37-8_fastq	sample_Neptune_Urine_37-9_fastq
hsa-miR-361-3p	0	0	0	712.504453152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167.54232340922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181d-5p	0	0	0	712.504453152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.08464681845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-153-3p	0	0	0	712.504453152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181c-5p	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-141-3p	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	202.654777586382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-598-3p	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-222-3p	0	0	0	356.252226576416	0	0	0	5063.29113924051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.865121390748	0	0	0	4086.39813193228	0	0	0	0	0	0	0	0	0	0	0	0	3265.83932070542	0	0	0	0	0	0	0	0	0	0	0	0	1404.1656915516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-555	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-28-3p	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-5p	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4086.39813193228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-5p	0	0	0	356.252226576416	0	0	0	3375.52742616034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167.54232340922	0	0	0	837.520938023451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2808.33138310321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-484	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-5p	0	0	0	356.252226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167.54232340922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-107	0	0	0	178.126113288208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-103a-3p	0	0	0	178.126113288208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-3	0	0	0	118.750742192139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-30c-2	0	0	0	118.750742192139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-30c-1	0	0	0	118.750742192139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29c-5p	0	0	0	0	0	79569.8924731183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156862.745098039	0	0	0	0	0	0	0	0	0	0	0	4572.17504898759	0	0	0	0	0	0	0	15748.031496063	0	0	0	0	3978.46945939621	0	0	0	0	0	0	0	0	1531.39356814701	0	0	0	0	0	0	0	0	0	0	9416.19585687382	14598.5401459854	0	0	0	0	544.810678289295
hsa-miR-361-5p	0	0	0	0	0	1075.2688172043	0	37130.8016877637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.08464681845	0	0	0	18425.4606365159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10999.2979171542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681.013347861618
hsa-miR-199a-3p|hsa-miR-199b-3p	0	0	0	0	0	0	0	15189.8734177215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3510.41422887901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1301-3p	0	0	0	0	0	0	0	7594.93670886076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5025.1256281407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.1933068102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-652-3p	0	0	0	0	0	0	0	3375.52742616034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2918.85580852306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170.138076293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374b-5p	0	0	0	0	0	0	0	843.881856540084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.885580852306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-5p	0	0	0	0	0	0	0	843.881856540084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10507.880910683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.055230517201	0	0	0	0	0	0	0	0	0	0	0	0	0	688.231245698555	0	0	0	2114.16490486258	0	0	0	0	0	0	0	0
hsa-miR-25-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111.1111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2583.97932816537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-224-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549.505445099411	0	0	0	583.771161704612	0	553.403431101273	0	0	0	0	0	0	0	9124.08759124088	0	0	0	0	0	0	0	2336.44859813084	0	0	0	0	0	0	0	0	3012.04819277108	0	0	0	0	1651.86867644022	0	0	1531.39356814701	0	0	0	0	688.231245698555	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-140-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.9100809271656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-96-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7005.25394045534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-15a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4670.16929363689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-194-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502.62697022767	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4514.67268623025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7i-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.08464681845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.31348511384	0	0	0	13400.3350083752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3978.46945939621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.31348511384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-101-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.31348511384	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-140-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.31348511384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.31348511384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.0092050862002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.0092050862002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-660-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-155-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418.760469011725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.380234505863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.5069038146501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.380234505863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.5069038146501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4485-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1959.50359242325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-21-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7272.72727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6772.00902934537	0	0	0	0	0	0	0	0	0	0	21897.8102189781	0	0	0	0	0
hsa-miR-429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7299.2700729927	0	0	0	0	0
hsa-miR-30b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702.082845775802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2114-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.027615258601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7299.2700729927	0	0	0	0	0
